id;actor;session_uuid;object_id;score;temps;total_ecrans
211407;ga2018_l70o@yopmail.com;62faee68-5bc6-4330-a455-678ad14e105e;695-politica-e-quadro-legale;25.00;25.00;11
211410;ga2018_l70o@yopmail.com;b714af7a-890a-429e-b25f-cd33bc500049;695-politica-e-quadro-legale;0.00;55.00;11
211429;ga2018_l70o@yopmail.com;32c58714-8d9c-45e0-8604-d8ebea3daefc;695-politica-e-quadro-legale;63.00;65.00;11
211479;ga2018_l70o@yopmail.com;40a2ce66-97ac-4357-9170-a5f875d7569e;695-politica-e-quadro-legale;13.00;78.00;11
211492;ga2018_l70o@yopmail.com;94ff74d3-8975-4637-b780-6bec2312b20a;695-politica-e-quadro-legale;13.00;39.00;11
211517;ga2018_l70o@yopmail.com;61662748-d102-40c0-81a0-bd3fac7e0507;695-politica-e-quadro-legale;94.00;59.00;11
211537;ga2018_l70o@yopmail.com;eeb9de8a-0ac8-4e3e-b80d-856fa2811641;695-politica-e-quadro-legale;50.00;22.00;11
211546;ga2018_l70o@yopmail.com;f6a828fd-efe4-420d-8da4-04773daa4bcd;695-politica-e-quadro-legale;100.00;26.00;11
211559;ga2018_l70o@yopmail.com;ff7172b2-209e-4703-b9fb-2640e167fe35;707-corporate-marketing-e-comunicazione;0.00;172.00;9
211590;ga2018_l70o@yopmail.com;48af7124-f959-4225-96cc-abeea0774aa8;707-corporate-marketing-e-comunicazione;81.00;33.00;9
211597;ga2018_l70o@yopmail.com;65e0d7c0-66fa-4b5c-80d7-796c74265007;707-corporate-marketing-e-comunicazione;25.00;11.00;9
211601;ga2018_l70o@yopmail.com;28de60a9-b990-483c-bfc3-6dde8013406d;707-corporate-marketing-e-comunicazione;63.00;76.00;9
211611;ga2018_l70o@yopmail.com;ee81732a-f6c2-4cb3-a813-0560753f961d;707-corporate-marketing-e-comunicazione;100.00;23.00;9
211619;ga2018_nov3@yopmail.com;375c5fc4-8fd7-43b6-9e3e-6f8cc8c912eb;723-medizinischer-bereich;0.00;10.00;12
211631;ga2018_l70o@yopmail.com;45aaefe8-6cd2-44c6-9dfb-17f624df66a5;824-nescens;0.00;77.00;3
211637;ga2018_l70o@yopmail.com;5e5a1f6c-4e1c-4e06-b40b-abe0af844586;707-corporate-marketing-e-comunicazione;0.00;3.00;9
211639;ga2018_tlqd@yopmail.com;b1827da6-0b0e-4665-9792-29435e22f45a;724-but-du-module;0.00;179.00;1
211640;ga2018_l70o@yopmail.com;5c6e0d37-15df-4df6-8aca-a352d03bfcc3;826-i-servizi-ai-pazienti;0.00;219.00;19
211660;ga2018_l70o@yopmail.com;a4867310-1b45-4a2c-a9f7-86663ec4bf19;826-i-servizi-ai-pazienti;75.00;244.00;19
211679;ga2018_l70o@yopmail.com;01107ca1-8f9d-42e5-b6eb-3c4a72caee1d;710-la-qualita;0.00;454.00;12
211692;ga2018_j3pi@yopmail.com;ac6e77b7-a598-44cc-ac1f-0975214cb65c;671-presentation;0.00;78.00;7
211701;ga2018_j3pi@yopmail.com;ab574b4b-9316-4e87-a85c-842b9fb05db9;671-presentation;0.00;3.00;7
211703;ga2018_j3pi@yopmail.com;a197a586-ca18-48ec-9825-2f69f9cb5b4d;671-presentation;0.00;1.00;7
211706;ga2018_j3pi@yopmail.com;c5b93beb-acc3-4a30-aa7e-f87807a0248d;671-presentation;0.00;2.00;7
211708;ga2018_j3pi@yopmail.com;5db9d770-0fe9-4a75-b948-29637d5f7150;671-presentation;0.00;1.00;7
211710;ga2018_bxx5@yopmail.com;87dc691f-cbb7-474e-b03f-13d30d5f17a3;697-corporate-marketing-und-kommunikation;33.00;31.00;9
211721;ga2018_bxx5@yopmail.com;d456ea00-69be-4f09-8f4d-6b6f2b7b4abd;697-corporate-marketing-und-kommunikation;75.00;45.00;9
211728;ga2018_bxx5@yopmail.com;705de375-6797-48de-bd3b-0d5a1426c2c1;697-corporate-marketing-und-kommunikation;100.00;20.00;9
211736;ga2018_bxx5@yopmail.com;9a7f2338-7dc2-4280-8fc2-413c2269003b;697-corporate-marketing-und-kommunikation;0.00;600.00;9
211737;ga2018_tlqd@yopmail.com;7aafeda1-42f3-4493-8ccd-5cc92a464d01;724-but-du-module;0.00;0.00;1
211739;ga2018_tlqd@yopmail.com;03141ad7-cd60-43de-b47d-7765c93840b0;725-conduite-du-collaborateur;0.00;2.00;5
211744;ga2018_bxx5@yopmail.com;a368c6ea-50fa-4d08-aeec-3469b3adfa26;823-nescens;0.00;269.00;3
211747;ga2018_tlqd@yopmail.com;67e2821f-2b73-41cf-921d-f0766be1106b;753-quiz;0.00;52.00;19
211749;ga2018_tlqd@yopmail.com;b2f68e26-82a1-4e7a-8662-6bb0a0adb756;753-quiz;0.00;16.00;19
211768;ga2018_bxx5@yopmail.com;fc785f63-6907-47c8-99bf-05ce101c4469;825-die-dienstleistungen-f-r-den-patienten;85.00;566.00;19
211803;ga2018_bxx5@yopmail.com;ed466d30-348d-41d1-ad38-9471b9fd0102;700-die-qualitat;0.00;373.00;12
211835;ga2018_bxx5@yopmail.com;c5cc1acd-8f33-47c2-957a-c99db72a3c3c;701-informatik;100.00;81.00;4
211841;ga2018_bxx5@yopmail.com;6959041a-8ef3-4438-895a-5b118a3251aa;702-personal-vorsorge-und-mitarbeiterbeurteilung;0.00;302.00;7
211850;ga2018_bxx5@yopmail.com;87b0c465-507c-40f8-b786-f265a7c32ced;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;6.00;7
211854;ga2018_bxx5@yopmail.com;be718b93-3e6b-4a60-8738-b2d8dc206970;703-ausbildung;0.00;191.00;5
211865;ga2018_bxx5@yopmail.com;3c6f6d38-a6c8-4f1c-aa80-9bdf2fea8c98;704-genolier-foundation;50.00;44.00;3
211870;ga2018_bxx5@yopmail.com;a6782e46-cd31-4df9-be01-ae88e373d2f5;704-genolier-foundation;100.00;140.00;3
211874;ga2018_bxx5@yopmail.com;85f2164e-f5e4-4d96-8801-d94faa02dce3;827-quiz;11.00;29.00;16
211882;ga2018_bxx5@yopmail.com;06762d66-0725-4eef-bd98-b446c0775a21;827-quiz;17.00;49.00;16
211891;ga2018_bxx5@yopmail.com;de7bf82d-2317-46c7-9190-948fea2f7be3;827-quiz;47.00;190.00;16
211914;ga2018_bxx5@yopmail.com;1e15c7fe-9639-4cda-bfe3-f723abd22baf;827-quiz;54.00;94.00;16
211945;ga2018_bxx5@yopmail.com;c443e8d6-dab3-4d83-b9c0-eaba086299bd;827-quiz;3.00;15.00;16
211958;ga2018_bxx5@yopmail.com;add66f91-2227-4790-b017-c3eaa0f8be14;827-quiz;84.00;236.00;16
211998;ga2018_bxx5@yopmail.com;9c2c7813-bd26-4764-aa5d-002154ae3687;827-quiz;70.00;121.00;16
212042;ga2018_bxx5@yopmail.com;2a6c42eb-fcb3-4647-a3e7-98e27a0e4ff4;827-quiz;100.00;103.00;16
212092;ga2018_tlqd@yopmail.com;4bdde4ce-dca8-412f-8f44-44834427efcc;753-quiz;9.00;1699.00;19
212184;ga2018_x19w@yopmail.com;565dfb2c-3b8f-4687-8216-bc344c0be087;828-quiz;11.00;112.00;16
212195;ga2018_x19w@yopmail.com;b7b71255-f5de-4cc9-98a1-dfd8cb8fa655;828-quiz;6.00;115.00;16
212205;ga2018_x19w@yopmail.com;a55e8c22-d017-4192-a84a-64c28ebda3e4;828-quiz;42.00;506.00;16
212263;ga2018_x19w@yopmail.com;2cd32832-d537-4d20-adc4-adbca3ded97a;693-presentazione;44.00;386.00;7
212274;ga2018_x19w@yopmail.com;7c6802b4-d973-4353-849e-53346597b422;721-network-sviluppo;0.00;94.00;17
212304;ga2018_x19w@yopmail.com;7a92747b-667d-4c92-a0a9-c0e3c9cd58aa;721-network-sviluppo;0.00;62.00;17
212325;ga2018_x19w@yopmail.com;debd071f-28d8-4237-9902-0b3cc69a8f4f;719-strategia-e-crescita;50.00;290.00;6
212373;ga2018_x19w@yopmail.com;e255a2c4-49db-4977-82f3-a51c4be32bb6;721-network-sviluppo;0.00;10.00;17
212379;ga2018_x19w@yopmail.com;1dec5a54-7241-4577-be6b-d18093c71637;721-network-sviluppo;0.00;91.00;17
212434;ga2018_x19w@yopmail.com;696b8569-6e66-4653-b0e1-fe881db290b5;715-fondazione-genolier;0.00;139.00;3
212447;ga2018_x19w@yopmail.com;ad477049-4fe9-445d-8e54-4fd51d83bbaa;715-fondazione-genolier;100.00;15.00;3
212450;ga2018_x19w@yopmail.com;bc7107a6-74bd-4fe7-97f2-e46a60ffe468;713-informatica;100.00;83.00;4
212460;ga2018_x19w@yopmail.com;6acab157-2f31-4e99-8d50-e3c3479a6586;714-risorse-umane-previdenza;0.00;202.00;7
212489;ga2018_x19w@yopmail.com;e0f8a570-cda1-4a4a-9614-052771ac8ea2;712-formazione;0.00;48.00;5
212495;ga2018_x19w@yopmail.com;828001e9-fbea-4460-aa8a-f6aef881bb81;826-i-servizi-ai-pazienti;0.00;27.00;19
212530;ga2018_wq7t@yopmail.com;300da20b-a210-422a-88b9-8323d9b47b3c;671-presentation;100.00;354.00;7
212539;ga2018_wq7t@yopmail.com;82c94190-7eff-4125-876c-c1502b192a89;691-reseau-developpement;0.00;46.00;17
212551;ga2018_wq7t@yopmail.com;c60c55ad-cc12-4853-abe2-6d837605949d;691-reseau-developpement;0.00;401.00;17
212657;ga2018_wq7t@yopmail.com;5b200ff9-4ab5-456a-9a87-d8c395db3be5;674-strategie-et-croissance;100.00;431.00;6
212665;ga2018_wq7t@yopmail.com;8cd561eb-db05-4daf-8158-77da8a9a866a;677-affaires-medicales;80.00;827.00;12
212679;ga2018_wq7t@yopmail.com;e96deb19-6a0e-442c-88d1-9f8b7731c614;677-affaires-medicales;100.00;13.00;12
212682;ga2018_wq7t@yopmail.com;8c3095a1-1074-4902-89ec-e645234c0c80;678-politique-et-cadre-legal;0.00;204.00;11
212695;ga2018_wq7t@yopmail.com;e3b1bcf8-4d8f-4512-a2af-f0f026e3907e;678-politique-et-cadre-legal;100.00;414.00;11
212707;ga2018_046m@yopmail.com;ea77fe49-e3dc-4cef-8684-417346136861;678-politique-et-cadre-legal;0.00;80.00;11
212719;ga2018_wq7t@yopmail.com;e27239d4-d779-400e-ad52-e0bc4d80d502;821-corporate-marketing-et-communication;0.00;1203.00;9
212723;ga2018_wq7t@yopmail.com;498dfedd-b925-4a02-8e0c-98f5fbe7f214;821-corporate-marketing-et-communication;85.00;522.00;9
212724;ga2018_046m@yopmail.com;28731448-5df4-4a2b-b4e3-3519d79d462b;678-politique-et-cadre-legal;0.00;192.00;11
212735;ga2018_046m@yopmail.com;a50bcfb0-79fe-4728-9666-5862caac4009;677-affaires-medicales;0.00;9.00;12
212754;ga2018_wq7t@yopmail.com;c0d8d463-8dc0-4365-900e-78e03b983ed0;821-corporate-marketing-et-communication;94.00;26.00;9
212762;ga2018_wq7t@yopmail.com;0c69da05-cea7-4113-8fe4-16897b2f3e8f;821-corporate-marketing-et-communication;50.00;11.00;9
212766;ga2018_046m@yopmail.com;8e334899-4d46-4cd4-9ed0-c8c04ac2be02;678-politique-et-cadre-legal;0.00;3154.00;11
212787;ga2018_wq7t@yopmail.com;78938385-da65-4c93-b9c0-72a06d3c6e29;821-corporate-marketing-et-communication;100.00;21.00;9
212798;ga2018_wq7t@yopmail.com;d7327948-5ea9-4f1a-909e-b97973981917;818-nescens;0.00;955.00;3
212805;ga2018_x19w@yopmail.com;1d794715-4192-40c8-9adf-6c15f599c686;710-la-qualita;0.00;259.00;12
212818;ga2018_x19w@yopmail.com;62b40d50-d1b5-487c-b2b8-8882bf5d993a;826-i-servizi-ai-pazienti;86.00;428.00;19
212849;ga2018_x19w@yopmail.com;5b168f73-714c-4955-a7d4-1e03cbfb27fc;707-corporate-marketing-e-comunicazione;77.00;188.00;9
212863;ga2018_x19w@yopmail.com;083dda4b-ee8d-40a2-ae60-8f71c1c8adda;824-nescens;0.00;9.00;3
212867;ga2018_x19w@yopmail.com;83718c03-829a-42f2-8500-651fdaf5de2d;722-affari-medicali;80.00;310.00;12
212884;ga2018_x19w@yopmail.com;d44c5d94-dbd4-4557-9033-4024fc8ec76f;695-politica-e-quadro-legale;54.00;491.00;11
212885;ga2018_i4h5@yopmail.com;27170af8-6331-4839-bf17-6afdfd7ee363;671-presentation;100.00;344.00;7
212911;ga2018_i4h5@yopmail.com;dc2580a1-de0b-4e30-8b69-70f41c007759;691-reseau-developpement;0.00;364.00;17
212958;ga2018_x19w@yopmail.com;e3f59306-0915-4a8c-8833-7217f6d45b55;693-presentazione;78.00;212.00;7
213015;ga2018_i4h5@yopmail.com;47950f48-318a-4314-92f1-f82154604a40;691-reseau-developpement;0.00;47.00;17
213036;ga2018_i4h5@yopmail.com;eae8da86-8b9a-4366-bcfb-f28737ff4881;691-reseau-developpement;0.00;5.00;17
213041;ga2018_i4h5@yopmail.com;aa858ace-a4eb-4dcd-94b1-dba292636141;691-reseau-developpement;0.00;26.00;17
213061;ga2018_i4h5@yopmail.com;31a291a0-1d89-493d-9fe5-b3d845d84001;674-strategie-et-croissance;75.00;788.00;6
213064;ga2018_wq7t@yopmail.com;676c4672-08b0-45a7-a1cf-478f3f8b9a01;822-les-services-aux-patients;57.00;2190.00;19
213086;ga2018_046m@yopmail.com;218bd0c8-8884-4182-a31d-b545890e47d1;822-les-services-aux-patients;95.00;1411.00;19
213106;ga2018_qsfg@yopmail.com;bbb74292-1437-4399-9a69-34c999a87538;671-presentation;0.00;600.00;7
213122;ga2018_046m@yopmail.com;70c82704-0aa2-4238-9d9d-17d12aca8b6b;687-la-qualite;0.00;1286.00;12
213150;ga2018_wq7t@yopmail.com;42e1c541-5db4-4de4-90fc-8a1bf7f6c8cf;818-nescens;0.00;91.00;3
213160;ga2018_wq7t@yopmail.com;4e838bdd-a69d-4c01-a05b-ef85fa68bc72;822-les-services-aux-patients;23.00;88.00;19
213165;ga2018_wq7t@yopmail.com;1f421f64-370b-4e10-be0e-2e2d73fbc3de;687-la-qualite;0.00;1.00;12
213168;ga2018_wq7t@yopmail.com;b8838927-c2a0-4530-927c-7c7f15aee117;822-les-services-aux-patients;29.00;45.00;19
213187;ga2018_wq7t@yopmail.com;adeeed9e-3cae-472e-ba41-1cab083fb352;822-les-services-aux-patients;100.00;72.00;19
213214;ga2018_wq7t@yopmail.com;80d1a31a-6bb5-4f1a-9a55-dfddc8f2a55d;687-la-qualite;0.00;4.00;12
213216;ga2018_wq7t@yopmail.com;6354aaac-5bb4-4173-a04b-2434e4103315;687-la-qualite;0.00;211.00;12
213228;ga2018_h6j3@yopmail.com;4d5bfbb9-2537-46a2-b9f7-8d554467d000;694-vorstellung;33.00;244.00;7
213249;ga2018_h6j3@yopmail.com;a15dfe82-628b-46df-bfb7-fd1fbf3615af;720-network-entwicklung;0.00;21.00;17
213257;ga2018_h6j3@yopmail.com;dd102e6d-0790-4425-8e82-3d2721dd2142;696-strategie-und-wachstum;100.00;431.00;6
213265;ga2018_h6j3@yopmail.com;5cab8314-ee44-433f-a1df-06e1ffd36a36;720-network-entwicklung;0.00;31.00;17
213281;ga2018_h6j3@yopmail.com;4bc01bd6-601f-4d05-9107-24a6e8d17be8;720-network-entwicklung;0.00;17.00;17
213288;ga2018_h6j3@yopmail.com;66c4ddb7-817b-4b6f-89d0-d8165cfec92a;720-network-entwicklung;0.00;22.00;17
213296;ga2018_h6j3@yopmail.com;0c472a90-5845-4e10-911c-d9f94d3374f2;720-network-entwicklung;0.00;68.00;17
213317;ga2018_h6j3@yopmail.com;b1519565-8195-4add-99c5-c973bba72dad;723-medizinischer-bereich;80.00;320.00;12
213331;ga2018_h6j3@yopmail.com;6e7d8eb7-0595-4985-b8c7-22de5a7ebc2d;711-politik-und-gesetzlicher-rahmen;69.00;481.00;11
213346;ga2018_h6j3@yopmail.com;1d641349-5d18-48b3-bcf8-54cfa17887f1;711-politik-und-gesetzlicher-rahmen;50.00;45.00;11
213360;ga2018_h6j3@yopmail.com;2176f234-a493-4587-9e41-385afec7c432;823-nescens;0.00;172.00;3
213364;ga2018_h6j3@yopmail.com;290d15ac-2491-435b-aa33-fcc54e4d1cf0;697-corporate-marketing-und-kommunikation;92.00;236.00;9
213378;ga2018_h6j3@yopmail.com;a73cd855-b6fa-4ad5-a672-a542a787f540;700-die-qualitat;0.00;503.00;12
213391;ga2018_h6j3@yopmail.com;10b92218-af9f-4586-8174-701b014d91a3;825-die-dienstleistungen-f-r-den-patienten;90.00;482.00;19
213422;ga2018_h6j3@yopmail.com;7341c814-2596-4858-8ed7-98ef8108c4b3;703-ausbildung;0.00;72.00;5
213428;ga2018_h6j3@yopmail.com;7df07ff7-0a5a-4f87-b017-8cf3d97ed305;701-informatik;100.00;123.00;4
213434;ga2018_h6j3@yopmail.com;03c02b6c-9ce9-437b-8fd6-995d3c7e2e31;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;814.00;7
213443;ga2018_h6j3@yopmail.com;12e74786-fa82-4d4d-95c8-c77724c910eb;704-genolier-foundation;100.00;110.00;3
213448;ga2018_h6j3@yopmail.com;05df1934-6982-43c3-8af5-a76bfc015a2c;827-quiz;71.00;1185.00;16
213488;ga2018_barn@yopmail.com;0e1398e9-9832-42fa-a466-89e3ffaa948e;671-presentation;78.00;196.00;7
213497;ga2018_barn@yopmail.com;ed218f25-2959-4fab-8b99-1a889ac249e7;691-reseau-developpement;0.00;8.00;17
213502;ga2018_barn@yopmail.com;610f8547-1909-4077-bc99-0b2a30f8b5f9;691-reseau-developpement;0.00;5.00;17
213507;ga2018_barn@yopmail.com;37fb469a-c1ff-4761-b452-7dad311665fe;691-reseau-developpement;0.00;83.00;17
213543;ga2018_barn@yopmail.com;b49e7a58-485d-4bf5-a86e-ad190f47eb2b;691-reseau-developpement;0.00;237.00;17
213619;ga2018_barn@yopmail.com;dea1eba4-db86-4091-8bc6-271fc0a6df7a;674-strategie-et-croissance;100.00;265.00;6
213634;ga2018_barn@yopmail.com;48544f50-696f-4418-909e-dd3ce1b967e6;677-affaires-medicales;60.00;440.00;12
213652;ga2018_barn@yopmail.com;883ac8ea-efc9-4a78-8d35-cff46c8c8116;678-politique-et-cadre-legal;0.00;611.00;11
213656;ga2018_deak@yopmail.com;6a44af4d-06a1-4db5-bb49-94d23c099613;671-presentation;0.00;37.00;7
213660;ga2018_deak@yopmail.com;f0cde62f-1965-4565-b66c-b6dfc71c48e0;671-presentation;0.00;10.00;7
213663;ga2018_deak@yopmail.com;360373d2-30e3-4348-b49b-a256432b1d28;671-presentation;0.00;17.00;7
213665;ga2018_deak@yopmail.com;fbcc65c5-199c-4292-ab3e-c0de0a032ad6;691-reseau-developpement;0.00;3.00;17
213669;ga2018_2bq4@yopmail.com;e475371b-b805-4b38-9016-685f7d0c871f;693-presentazione;67.00;235.00;7
213690;ga2018_2bq4@yopmail.com;3e651280-655b-4030-98e8-a3c8d83b8aaf;693-presentazione;100.00;56.00;7
213694;ga2018_2bq4@yopmail.com;d0570932-5a59-461c-b163-f55cb2571bdc;721-network-sviluppo;0.00;654.00;17
213828;ga2018_2bq4@yopmail.com;f1d8c18a-4582-4c94-ae6c-4118c91b3f24;721-network-sviluppo;0.00;24.00;17
213837;ga2018_2bq4@yopmail.com;a9919bc2-ef89-4023-8d5d-6dd7f8daf72d;721-network-sviluppo;0.00;4.00;17
213842;ga2018_2bq4@yopmail.com;a3fab25d-acd8-4558-845f-6dc71a954010;721-network-sviluppo;0.00;10.00;17
213848;ga2018_2bq4@yopmail.com;9110667a-b6b4-4739-bd38-a871e95d6027;721-network-sviluppo;0.00;3.00;17
213853;ga2018_2bq4@yopmail.com;a212add5-8c61-4845-b970-917fe83f3567;721-network-sviluppo;0.00;4.00;17
213858;ga2018_2bq4@yopmail.com;8c8989a7-a77b-4ff6-8b52-7ee4a0c12671;721-network-sviluppo;0.00;3.00;17
213863;ga2018_2bq4@yopmail.com;c9d8c4aa-f6f6-4930-846b-53c5538c36b0;721-network-sviluppo;0.00;2.00;17
213868;ga2018_2bq4@yopmail.com;b389d939-54f1-432e-aa98-dcb3b84c8011;721-network-sviluppo;0.00;4.00;17
213873;ga2018_2bq4@yopmail.com;74c03946-70b0-4c09-986a-9bb942030b81;721-network-sviluppo;0.00;5.00;17
213878;ga2018_2bq4@yopmail.com;d15474fa-f1b7-4eaf-b6d2-9fef17a07804;721-network-sviluppo;0.00;6.00;17
213883;ga2018_2bq4@yopmail.com;ed787b57-e9a4-4fce-80fe-320673f61988;721-network-sviluppo;0.00;4.00;17
213888;ga2018_2bq4@yopmail.com;3271ae2d-8a46-4493-a23b-3960d9d04180;721-network-sviluppo;0.00;5.00;17
213893;ga2018_2bq4@yopmail.com;d46aee11-ab8b-4260-8446-1c451ee0ef03;721-network-sviluppo;0.00;4.00;17
213898;ga2018_2bq4@yopmail.com;14acc72d-6851-4641-bf0d-10dd4aed7fc4;721-network-sviluppo;0.00;4.00;17
213903;ga2018_2bq4@yopmail.com;d6633c75-1472-4bac-95fa-5075a9dbbe66;721-network-sviluppo;0.00;64.00;17
213920;ga2018_2bq4@yopmail.com;cd1d5fac-c5ac-47b9-8081-112c9f586f2e;721-network-sviluppo;0.00;3.00;17
213925;ga2018_2bq4@yopmail.com;24e3927c-2d12-4ed9-8d18-d3e0901ad397;721-network-sviluppo;0.00;4.00;17
213930;ga2018_2bq4@yopmail.com;a2fcdb4d-f094-43b7-8d51-f411997efc64;721-network-sviluppo;0.00;3.00;17
213935;ga2018_2bq4@yopmail.com;775a8661-b383-4f38-9591-4e7ad21790e3;719-strategia-e-crescita;50.00;126.00;6
213944;ga2018_2bq4@yopmail.com;6c049e20-135c-4f7f-9f64-55c9c23528b3;719-strategia-e-crescita;100.00;13.00;6
213948;ga2018_2bq4@yopmail.com;70def18f-11d6-4d8b-b512-e452c281dc43;828-quiz;0.00;7.00;16
213951;ga2018_2bq4@yopmail.com;7a93052f-6ac4-452c-9305-f4500c0c5bac;722-affari-medicali;0.00;4.00;12
213953;ga2018_046m@yopmail.com;43d5f7d9-4593-4071-9a5e-f15d83686fda;819-informatique;100.00;135.00;4
213956;ga2018_wq7t@yopmail.com;1d9a1191-8938-4f4e-b614-a265bb317d23;819-informatique;100.00;129.00;4
213960;ga2018_046m@yopmail.com;57259693-dcc5-4bfc-9d45-0edf518aa0e1;689-rh-prevoyance-et-evaluation;0.00;221.00;7
213968;ga2018_wq7t@yopmail.com;8cffb3da-8c62-44f8-aabd-9d4d4bd899ae;689-rh-prevoyance-et-evaluation;0.00;377.00;7
213979;ga2018_046m@yopmail.com;7e9af9a5-53b8-4c7e-916a-76af7c9e1424;689-rh-prevoyance-et-evaluation;100.00;5.00;7
213982;ga2018_046m@yopmail.com;597a3baa-1677-4611-973f-1237b45d5289;820-formation;0.00;135.00;5
213990;ga2018_046m@yopmail.com;99a664ee-db01-4bc3-b4f7-c633dd911baa;688-genolier-foundation;100.00;79.00;3
213997;ga2018_046m@yopmail.com;d3db680f-53e4-496f-9c1b-73b4a7f7d8f3;692-quiz;85.00;275.00;16
214003;ga2018_wq7t@yopmail.com;4259529e-9e99-4534-88da-ef3200a9811c;689-rh-prevoyance-et-evaluation;100.00;3.00;7
214006;ga2018_wq7t@yopmail.com;3d90477c-ca59-4e43-b5b6-b9da179c9958;820-formation;0.00;255.00;5
214048;ga2018_wq7t@yopmail.com;94968430-15a0-4d47-a97e-87450589cf8b;820-formation;0.00;157.00;5
214051;ga2018_046m@yopmail.com;cf1f2e14-89a7-4459-8569-ac9390bd158c;678-politique-et-cadre-legal;35.00;107.00;11
214065;ga2018_046m@yopmail.com;616395a5-0d6d-401f-82c2-d48b63e55447;821-corporate-marketing-et-communication;44.00;24.00;9
214071;ga2018_046m@yopmail.com;c940c0d1-f1e5-4f31-864c-f8b67296eded;821-corporate-marketing-et-communication;50.00;9.00;9
214072;ga2018_wq7t@yopmail.com;75086e31-12cc-4301-a452-47c1df344ef7;688-genolier-foundation;100.00;92.00;3
214080;ga2018_wq7t@yopmail.com;c0138e75-2518-4726-892f-2863939becd7;692-quiz;9.00;37.00;16
214086;ga2018_wq7t@yopmail.com;2028db70-bb8a-449e-8bd3-aa5d3b3e3be4;692-quiz;13.00;42.00;16
214097;ga2018_wq7t@yopmail.com;e339819e-a149-4060-a350-31bd7c43c27a;692-quiz;50.00;271.00;16
214118;ga2018_046m@yopmail.com;65006a08-9506-4ff1-8d19-14d28aaa0427;818-nescens;0.00;141.00;3
214124;ga2018_wq7t@yopmail.com;b75c9c64-bdcd-4e01-8108-e347293b9277;691-reseau-developpement;0.00;300.00;17
214138;ga2018_wq7t@yopmail.com;ead404bc-7c6e-4f26-b550-dc6a9b4e5448;692-quiz;47.00;614.00;16
214210;ga2018_wq7t@yopmail.com;590f2897-11ce-401b-bb6e-fd40754d0035;818-nescens;0.00;54.00;3
214216;ga2018_wq7t@yopmail.com;0ba362eb-0f79-456a-948e-bf3d7074f605;822-les-services-aux-patients;0.00;17.00;19
214237;ga2018_wq7t@yopmail.com;bc3f35c6-746f-48ad-8f9c-9ca7ce3c5c35;678-politique-et-cadre-legal;0.00;0.00;11
214238;ga2018_wq7t@yopmail.com;99825899-19dd-49fd-b904-1381a8a53f74;821-corporate-marketing-et-communication;0.00;9.00;9
214249;ga2018_wq7t@yopmail.com;42b50da9-3ee7-432c-9510-afb745d4374d;687-la-qualite;0.00;8.00;12
214260;ga2018_wq7t@yopmail.com;74f0dbd4-806b-4fa4-a6e2-be4915e5044a;677-affaires-medicales;0.00;11.00;12
214274;ga2018_wq7t@yopmail.com;5da6b55a-1e94-44ee-b24c-a55389674228;678-politique-et-cadre-legal;0.00;116.00;11
214298;ga2018_wq7t@yopmail.com;12a578f2-0b66-49ec-ba1c-f7d51f4defed;689-rh-prevoyance-et-evaluation;0.00;112.00;7
214310;ga2018_wq7t@yopmail.com;ffe6d13b-fe59-4949-a177-64a5500ebf89;692-quiz;99.00;402.00;16
214344;ga2018_wq7t@yopmail.com;75310b28-a61d-4265-a6cc-2b6c2d819bee;671-presentation;0.00;185.00;7
214351;ga2018_046m@yopmail.com;f5bf188b-367c-4fe5-a142-71307c4de45b;671-presentation;0.00;83.00;7
214368;ga2018_wq7t@yopmail.com;e64cdf55-4f02-4560-a403-6e1dd467bcfe;691-reseau-developpement;0.00;307.00;17
214427;ga2018_wq7t@yopmail.com;de46d8f6-7da4-4549-932b-cd95836d32b8;692-quiz;100.00;125.00;16
214531;ga2018_341q@yopmail.com;d2dd986b-d18c-4493-905c-d7d6b75b1d4f;693-presentazione;100.00;1973.00;7
214533;ga2018_i4h5@yopmail.com;3aac1598-de2e-41bf-baa3-7102fd05d24c;674-strategie-et-croissance;100.00;29.00;6
214536;ga2018_i4h5@yopmail.com;fa5cc0b5-4f8e-4e25-9c0a-7e1a793806f2;677-affaires-medicales;100.00;339.00;12
214550;ga2018_i4h5@yopmail.com;ed5cf5e5-d216-4d98-b7e3-aeca4ea37c61;678-politique-et-cadre-legal;17.00;84.00;11
214559;ga2018_i4h5@yopmail.com;73f7be98-2a84-41f3-9ba6-2b5cd07df31f;678-politique-et-cadre-legal;50.00;163.00;11
214570;ga2018_i4h5@yopmail.com;1a21781c-9f14-49ab-a54b-b7abd212b53f;678-politique-et-cadre-legal;6.00;79.00;11
214611;ga2018_i4h5@yopmail.com;461d5080-febc-407b-86d5-c0c7914f764c;678-politique-et-cadre-legal;56.00;77.00;11
214639;ga2018_i4h5@yopmail.com;fb8566cb-2fae-4f83-8146-fd84bb635d84;678-politique-et-cadre-legal;6.00;27.00;11
214644;ga2018_i4h5@yopmail.com;642a8e10-e16f-4979-aa1b-6976a8628bb4;678-politique-et-cadre-legal;19.00;46.00;11
